X,Y
-10.0,9.000213927120674
-9.99,8.99018246577708
-9.98,8.98015349135526
-9.97,8.970127007666607
-9.96,8.96010301852583
-9.950000000000001,8.950081527750946
-9.940000000000001,8.940062539163296
-9.930000000000001,8.930046056587535
-9.920000000000002,8.920032083851641
-9.910000000000002,8.91002062478691
-9.900000000000002,8.90001168322797
-9.890000000000002,8.890005263012768
-9.880000000000003,8.880001367982588
-9.870000000000003,8.87000000198204
-9.860000000000003,8.860001168859068
-9.850000000000003,8.85000487246495
-9.840000000000003,8.840011116654308
-9.830000000000004,8.830019905285091
-9.820000000000004,8.820031242218603
-9.810000000000004,8.81004513131948
-9.800000000000004,8.800061576455713
-9.790000000000004,8.790080581498634
-9.780000000000005,8.780102150322925
-9.770000000000005,8.770126286806626
-9.760000000000005,8.760152994831126
-9.750000000000005,8.750182278281168
-9.740000000000006,8.74021414104486
-9.730000000000006,8.73024858701366
-9.720000000000006,8.720285620082402
-9.710000000000006,8.71032524414927
-9.700000000000006,8.700367463115827
-9.690000000000007,8.690412280886994
-9.680000000000007,8.68045970137107
-9.670000000000007,8.670509728479724
-9.660000000000007,8.660562366127998
-9.650000000000007,8.650617618234314
-9.640000000000008,8.640675488720474
-9.630000000000008,8.630735981511656
-9.620000000000008,8.620799100536424
-9.610000000000008,8.61086484972673
-9.600000000000009,8.600933233017907
-9.590000000000009,8.591004254348686
-9.580000000000009,8.581077917661183
-9.57000000000001,8.571154226900909
-9.56000000000001,8.561233186016771
-9.55000000000001,8.551314798961078
-9.54000000000001,8.541399069689533
-9.53000000000001,8.531486002161245
-9.52000000000001,8.521575600338723
-9.51000000000001,8.511667868187889
-9.50000000000001,8.501762809678068
-9.49000000000001,8.491860428781997
-9.480000000000011,8.48196072947583
-9.470000000000011,8.472063715739127
-9.460000000000012,8.462169391554871
-9.450000000000012,8.452277760909464
-9.440000000000012,8.44238882779273
-9.430000000000012,8.43250259619791
-9.420000000000012,8.42261907012168
-9.410000000000013,8.412738253564134
-9.400000000000013,8.402860150528802
-9.390000000000013,8.392984765022645
-9.380000000000013,8.383112101056053
-9.370000000000013,8.37324216264286
-9.360000000000014,8.363374953800331
-9.350000000000014,8.353510478549177
-9.340000000000014,8.343648740913546
-9.330000000000014,8.333789744921033
-9.320000000000014,8.32393349460268
-9.310000000000015,8.314079993992982
-9.300000000000015,8.304229247129875
-9.290000000000015,8.294381258054756
-9.280000000000015,8.284536030812474
-9.270000000000016,8.274693569451335
-9.260000000000016,8.264853878023109
-9.250000000000016,8.255016960583022
-9.240000000000016,8.245182821189767
-9.230000000000016,8.2353514639055
-9.220000000000017,8.22552289279585
-9.210000000000017,8.21569711192991
-9.200000000000017,8.205874125380248
-9.190000000000017,8.19605393722291
-9.180000000000017,8.186236551537414
-9.170000000000018,8.176421972406757
-9.160000000000018,8.16661020391742
-9.150000000000018,8.156801250159363
-9.140000000000018,8.146995115226034
-9.130000000000019,8.13719180321437
-9.120000000000019,8.12739131822479
-9.110000000000019,8.117593664361214
-9.10000000000002,8.10779884573105
-9.09000000000002,8.098006866445205
-9.08000000000002,8.088217730618082
-9.07000000000002,8.078431442367583
-9.06000000000002,8.068648005815115
-9.05000000000002,8.058867425085591
-9.04000000000002,8.049089704307425
-9.03000000000002,8.039314847612548
-9.020000000000021,8.029542859136393
-9.010000000000021,8.019773743017915
-9.000000000000021,8.010007503399576
-8.990000000000022,8.000244144427361
-8.980000000000022,7.990483670250776
-8.970000000000022,7.980726085022844
-8.960000000000022,7.970971392900114
-8.950000000000022,7.961219598042662
-8.940000000000023,7.951470704614093
-8.930000000000023,7.941724716781541
-8.920000000000023,7.931981638715673
-8.910000000000023,7.92224147459069
-8.900000000000023,7.912504228584333
-8.890000000000024,7.90276990487788
-8.880000000000024,7.893038507656151
-8.870000000000024,7.883310041107508
-8.860000000000024,7.873584509423862
-8.850000000000025,7.863861916800671
-8.840000000000025,7.8541422674369405
-8.830000000000025,7.84442556553523
-8.820000000000025,7.834711815301656
-8.810000000000025,7.825001020945888
-8.800000000000026,7.8152931866811555
-8.790000000000026,7.805588316724251
-8.780000000000026,7.795886415295526
-8.770000000000026,7.7861874866189025
-8.760000000000026,7.776491534921866
-8.750000000000027,7.766798564435475
-8.740000000000027,7.757108579394358
-8.730000000000027,7.747421584036718
-8.720000000000027,7.737737582604334
-8.710000000000027,7.7280565793425655
-8.700000000000028,7.718378578500351
-8.690000000000028,7.7087035843302125
-8.680000000000028,7.699031601088256
-8.670000000000028,7.689362633034179
-8.660000000000029,7.679696684431263
-8.650000000000029,7.670033759546384
-8.640000000000029,7.660373862650013
-8.63000000000003,7.6507169980162155
-8.62000000000003,7.641063169922656
-8.61000000000003,7.6314123826506
-8.60000000000003,7.621764640484915
-8.59000000000003,7.612119947714072
-8.58000000000003,7.602478308630155
-8.57000000000003,7.592839727528851
-8.56000000000003,7.583204208709461
-8.550000000000031,7.5735717564749
-8.540000000000031,7.5639423751317
-8.530000000000031,7.554316068990009
-8.520000000000032,7.544692842363599
-8.510000000000032,7.535072699569859
-8.500000000000032,7.52545564492981
-8.490000000000032,7.515841682768094
-8.480000000000032,7.506230817412986
-8.470000000000033,7.496623053196391
-8.460000000000033,7.487018394453848
-8.450000000000033,7.477416845524534
-8.440000000000033,7.46781841075126
-8.430000000000033,7.4582230944804815
-8.420000000000034,7.448630901062295
-8.410000000000034,7.439041834850442
-8.400000000000034,7.429455900202311
-8.390000000000034,7.419873101478941
-8.380000000000035,7.4102934430450205
-8.370000000000035,7.400716929268893
-8.360000000000035,7.39114356452256
-8.350000000000035,7.381573353181677
-8.340000000000035,7.372006299625563
-8.330000000000036,7.362442408237201
-8.320000000000036,7.352881683403236
-8.310000000000036,7.343324129513981
-8.300000000000036,7.33376975096342
-8.290000000000036,7.3242185521492065
-8.280000000000037,7.3146705374726695
-8.270000000000037,7.305125711338814
-8.260000000000037,7.295584078156324
-8.250000000000037,7.2860456423375615
-8.240000000000038,7.276510408298575
-8.230000000000038,7.266978380459097
-8.220000000000038,7.257449563242546
-8.210000000000038,7.247923961076031
-8.200000000000038,7.238401578390355
